,STUID,District,Gender,Age,Category,Same language,Siblings,Handicap,Father edu,Mother edu,Father occupation,Mother occupation,Below poverty,Use calculator,Use Internet,Use dictionary,Read other books,# Books,Distance,Computer use,Library use,Like school,Give Lang HW,Give Math HW,Give Scie HW,Give SoSc HW,Correct Lang HW,Correct Math HW,Correct Scie HW,Correct SocS HW,Help in Study,Private tuition,English is difficult,Read English,Dictionary to learn,Answer English WB,Answer English aloud,Maths is difficult,Solve Maths,Solve Maths in groups,Draw geometry,Explain answers,SocSci is difficult,Historical excursions,Participate in SocSci,Small groups in SocSci,Express SocSci views,Science is difficult,Observe experiments,Conduct experiments,Solve science problems,Express science views,Watch TV,Read magazine,Read a book,Play games,Help in household,Maths %,Reading %,Science %,Social %
Computer use,0.06831565250882211,-0.12807174152742012,-0.018578920001785973,-0.006399416156581696,0.006890334741104778,-0.07625308762428883,-0.19072364262600341,-0.01127348701739904,0.03431310137016168,0.11898600057173393,0.022634515241591175,-0.0064315733178273255,-0.06580625321146032,0.09391876246922973,0.07889172608816812,0.0705151982876549,0.03965244593711896,0.11367840536339377,0.10373436772476863,1.0,0.2242218630422405,0.039930129266557673,0.01567442204712454,0.035923890256281066,-0.0069856347989660375,0.008733331340745868,0.01624742029912234,0.02205579643716878,-0.0029591671443648126,0.012962341616452036,0.08175444182427379,0.019128015249859368,0.0026438902266352287,0.11888038180236898,0.017400693999825304,0.04436060565986085,0.06728851423596433,-0.009829285005905842,0.0907681838470061,0.03136058326886857,0.07233042166925602,0.08958796401029012,0.013235188951624656,0.007310757358087628,0.01191623652116353,0.02225701300615019,0.024014904230679552,-0.0005147012823525493,0.09430509576713528,0.17497267192308688,0.05061419047185452,0.07049611202772245,0.11646215306738343,0.12793806159273746,0.08730734091951595,0.023747102058731418,-0.03402346373622967,-0.08327228686331169,0.0785962274699368,0.01122128180553544,-0.004989083184455664
Library use,0.0041929669398722775,0.05314504774878666,0.012010064487008632,-0.020709106206417,0.026819506979460256,-0.04677390344212419,-0.07386228749817089,0.03677684408281902,0.03169524690797398,0.06329025267196717,0.011400400574761776,0.018579678815704062,-0.0005850581351636822,0.07326500044060134,0.09126915456377122,0.04279662024732301,0.0786313681880011,0.11528940697053465,0.041004857354041455,0.2242218630422405,1.0,0.08965467790024094,0.11568819189678728,0.09406581153798765,0.11279005602198311,0.1179306464018075,0.10509846698478541,0.09289827471197855,0.10413969620241761,0.11253721337827749,0.09389068524654229,0.025196449230684,-0.07880068163251949,0.09893756905754898,0.04284477575822388,0.11634976497784069,0.09054520840772315,-0.04667554921283216,0.08483081977680437,0.11120770699821199,0.1188807412419418,0.11197407285736932,-0.03778294034382868,0.048627584819953815,0.07293108098801378,0.12047996452283011,0.09221221187056342,-0.034680815124522354,0.11585775987219438,0.16701027368190993,0.1401298993142124,0.10967581833176793,0.06658894671409539,0.15317732644306337,0.14682695304112245,0.0620999106907161,0.0026983902706634887,0.02235702017742636,0.08476868263534723,0.05087215419440202,0.060564048654213075
Like school,0.015682802366114988,-0.014364628891803921,0.018685761203443632,0.02970042210670574,0.03856510462116059,0.035180103965752337,-0.006908270312197426,0.08351171647238168,0.055441259097083945,0.052504202507075354,0.05132665045105607,0.02905851111669381,0.0256067383391457,0.06103027666068253,0.053625539791990834,0.08724393407269271,0.1051508542965768,0.07243483888655729,0.041517094675957676,0.039930129266557673,0.08965467790024094,1.0,0.10457791687085013,0.1211994179971234,0.09687477273041857,0.09039242664010907,0.09830021264483828,0.11086448940806996,0.09835517281815728,0.09288773277422101,0.1598834888368347,0.08463665853016217,0.0050921916834349755,0.07322858994363794,0.0609622465015398,0.10770731896902919,0.10084339600841022,0.0423422164525774,0.05572540265613144,0.10143621531329497,0.0975287320305101,0.09019420808553515,0.020123627706099104,0.11210457711190237,0.11394135354105671,0.08485388464237456,0.09579348200564841,0.029099576772891947,0.10821931426412007,0.06506690126662891,0.09147404399384947,0.09550825413743562,0.09370423985665174,0.06871988245134826,0.07695451782939618,0.09131747277570236,0.09408324259399152,0.026569557742685986,0.07050158481682936,0.052384768702153674,0.04524207096267654
Give Lang HW,0.035726719364517504,0.04864899392444752,0.03648903609265799,-0.02477287839500769,0.008569677278883693,-0.041553471566252,0.030517875842575558,0.06193096895142115,-0.013185833682782878,-0.0057992575790872195,-0.014085181850368651,0.00918694543633627,0.0414642986955468,0.04431762513180434,0.06051322921960236,0.006243738536161945,0.011308428919245815,-0.0012066073301062361,-0.02224829508990313,0.01567442204712454,0.11568819189678728,0.10457791687085013,1.0,0.4104030518985885,0.5138488023447918,0.5464184901500893,0.612336482539975,0.30262509556888684,0.3732230515927598,0.4099308862950405,0.07510318787360722,0.02025209785634024,-0.020543556572041564,0.08520043436162242,0.04670786824862669,0.15509259135111225,0.12164164985703786,0.009184595274274076,0.05871975984838487,0.1497859217372608,0.12544326642811823,0.11018398077286191,-0.0035399133953369208,0.11753008933378906,0.14936867301650839,0.1409986912739852,0.12472129345907343,0.010146469993951784,0.1131214066150038,0.10096597818468257,0.13576752656997831,0.1052923004281523,0.08561192454692113,0.11027587860018077,0.12826396950540056,0.09825071330084717,0.06648738911814149,0.0614811085999529,0.007197626441772544,0.01115506723205695,0.036551489208771375
Give Math HW,0.011985016492380665,-0.004454307990327372,0.03076476660436405,-0.007856172257562693,0.042655238992613004,0.014860769709800903,-0.020960726147387525,0.08659255947465008,0.04946036270199489,0.06499736742594243,0.03133118008793412,0.038689423384564346,0.020742211560552025,0.07827667210700986,0.0898257902649749,0.08938101501123492,0.06031425671537304,0.02725564006018917,0.008553498114310531,0.035923890256281066,0.09406581153798765,0.1211994179971234,0.4104030518985885,1.0,0.602131648840298,0.5930693586378984,0.3014719394751866,0.5921618562085548,0.44042572657956297,0.43568349777048837,0.09001171237682015,0.017868718822263655,-0.05673746094368889,0.09592074387470154,0.06444212308824519,0.1648830570192636,0.14309949452099532,-0.012450884098774356,0.08795522119015219,0.1650278459022742,0.16063296635937926,0.142740573715975,-0.008366625176719454,0.17534422378174025,0.1916409840226099,0.16862714990046931,0.16056953309059147,-0.00815143036607444,0.1823495408210618,0.12726618723847258,0.18005945397154444,0.15581700022545533,0.1287904109090762,0.1355525735390849,0.1432433897064581,0.1390188313501172,0.1030908640443914,0.0656465608750484,0.07292118260020691,0.06173638133416029,0.06646292064024138
Give Scie HW,0.01717952827105999,0.030142673480415143,0.021995467981292784,-0.018086713485382752,0.02817821705023526,-0.0123743508274458,0.024578374056455715,0.07333359682432565,0.018906356930717277,0.020381027766951082,0.006927143170991723,0.023929688176173327,0.02850170125152866,0.05812261723902784,0.09207603581542026,0.04000697795313013,0.026836005359447326,0.002641030169649054,-0.01650936999149631,-0.0069856347989660375,0.11279005602198311,0.09687477273041857,0.5138488023447918,0.602131648840298,1.0,0.7031623068644337,0.3791308149753513,0.43410875656255976,0.6447690874243083,0.5223293083459449,0.0697938466203184,0.010815940537540062,-0.061001408396252454,0.08871373994400625,0.05115096412428141,0.16899119677659616,0.1331819304076305,-0.00955934614275947,0.07269010850458367,0.16377261120092848,0.14934079468999487,0.1297911488332039,-0.015436339751999463,0.16329746964409614,0.1886968648049558,0.17579178076147092,0.161772088801615,-0.015521800570574212,0.16031500074239236,0.13117522427954925,0.18721890922302398,0.15241971108278493,0.10503365251986965,0.12765415586665924,0.14900559743541184,0.12155466081744494,0.09400097890828663,0.06809235639951226,0.04344808017405773,0.04259107767340422,0.05669466722725274
Give SoSc HW,0.014577622440686529,0.042423432064110034,0.023480428414835056,-0.023546597540065363,0.025217851299623995,-0.012121540940539981,0.02403220809012566,0.07162149284366527,0.015147503237465196,0.03038256878849107,-0.0002874435601589164,0.032152882675552184,0.033131568238830095,0.05903002648319103,0.0845371664598328,0.04243280711196355,0.02594010779929037,0.0002894438325553676,-0.022078372094812244,0.008733331340745868,0.1179306464018075,0.09039242664010907,0.5464184901500893,0.5930693586378984,0.7031623068644337,1.0,0.40422415371365095,0.42425707373108296,0.5125293147479605,0.6756855658951874,0.0629371054895503,-0.010264568385648034,-0.0708512332049478,0.09960850322364079,0.05093247136396706,0.17375073249355333,0.1455891205805414,-0.01816701377982418,0.07531239308160623,0.16410496919583062,0.1536249032697549,0.13796602792401044,-0.030182258345353513,0.1651692462278729,0.1979175452465543,0.1863815983188155,0.1669777856987802,-0.009440838453741716,0.15851488467355557,0.12501211173446797,0.18308789891048544,0.15634367420474848,0.10211691150352477,0.13511772794278265,0.1520007039569653,0.1270870042858389,0.09010676241686004,0.0611328911074485,0.048096646825785475,0.030640223388724325,0.06053620524366998
Correct Lang HW,0.026992398718129366,0.04247070690540235,0.016648028239281076,-0.014129723472573533,-0.0004591633986276964,-0.020834148895689332,0.029562529060918403,0.05510553316480894,-0.0112614020211706,-0.0038565196061947225,-0.010492717330686114,0.018982837923823704,0.04643389422882992,0.035176939035259834,0.056592181196771334,0.0216267425419726,0.019065189043790124,0.00820143470412704,-0.018371662494931884,0.01624742029912234,0.10509846698478541,0.09830021264483828,0.612336482539975,0.3014719394751866,0.3791308149753513,0.40422415371365095,1.0,0.5311783673704324,0.5829934995209992,0.6073644888082137,0.09290505569110746,0.02980904601323763,-0.0058309653870445895,0.07057751674234783,0.06295285609374988,0.13568587870578422,0.11366419460363442,0.008713094061731114,0.06347621843249508,0.13443328378733166,0.11192990901768496,0.10406194927476886,0.0015993133874233371,0.10643354522891325,0.13526799698835373,0.13140965600379712,0.11184464529075655,0.015324888917288927,0.10617745054447401,0.09668604487539156,0.128875884485574,0.10612302325907301,0.07695608193201843,0.10278337376598329,0.13236494150076017,0.1040367306108978,0.05605035428547854,0.061273540475592705,-8.393031956214972e-05,0.01996814978334342,0.03461296234706208
Correct Math HW,0.008636767555825558,0.00484845741818528,0.013624910291629409,-0.00723581092491321,0.02804595463904116,0.014231365925115425,-0.010484845088262544,0.07676780297274852,0.03723603666742554,0.05038307871728871,0.023250365989184767,0.04068228895813981,0.03319872267178402,0.058923594177461854,0.07360875189280561,0.0750024229216514,0.05461321623982535,0.025447200883327453,0.0020819481457030214,0.02205579643716878,0.09289827471197855,0.11086448940806996,0.30262509556888684,0.5921618562085548,0.43410875656255976,0.42425707373108296,0.5311783673704324,1.0,0.676274043122145,0.6615146139619209,0.09577122193965114,0.029431450121959236,-0.03531809802793269,0.0792128049766022,0.0718264191612615,0.1498396479460759,0.13198788069197007,-0.01773992884931004,0.09225446444673281,0.14919897319137704,0.14242916899646774,0.1298652259765671,-0.008933802091228526,0.15703268521883515,0.1768819866592583,0.16414701318097313,0.14762904320420212,-0.0010497696456664388,0.1590379866364432,0.12537154563561334,0.170492659448853,0.1479812452438277,0.10683634188190425,0.12443827333106372,0.1413117407245867,0.14290805291928393,0.08447028988764309,0.07064078540432256,0.049274164565254,0.05851197545330779,0.060889863328223055
Correct Scie HW,0.013557333198726339,0.022083980420193394,0.012042478474803607,-0.014039905402819306,0.02025044537100448,-0.0018192707576951232,0.01681261392724529,0.07104219308724084,0.01882825666200294,0.02376268567849818,0.011347718696764953,0.02959994897879481,0.03734754838531306,0.05018653336376532,0.08096840218325417,0.05001237195757237,0.03604939734487895,0.01289144554669498,-0.013264001490190733,-0.0029591671443648126,0.10413969620241761,0.09835517281815728,0.3732230515927598,0.44042572657956297,0.6447690874243083,0.5125293147479605,0.5829934995209992,0.676274043122145,1.0,0.7437939792539345,0.0846579217326979,0.021310446069253874,-0.04610859116225271,0.07884353281010077,0.0673200142432257,0.1551096121541402,0.1297284647904526,-0.01499091129261355,0.07742791743333467,0.15101055394642254,0.1380801315794519,0.12452324616608104,-0.011731895624285796,0.1521634843699455,0.17988685865973122,0.17160379434867076,0.15234087385514306,-0.008305962362412597,0.15284916861202952,0.12891694497655418,0.1847779417724939,0.1516553809144909,0.09739546902506133,0.12430573821743948,0.1497367974671179,0.1332530845954959,0.0793822517823668,0.06986453857327556,0.03770626478393258,0.04864672450451609,0.057303160829741094
Correct SocS HW,0.012059646683226396,0.03506411781849543,0.014262521194684834,-0.016112521296119845,0.01768552456550612,-0.0034115530113890615,0.019924368735652082,0.06862868166082645,0.015384993947520235,0.029947550229952213,0.003728940725320689,0.035117956642811324,0.03742176530591324,0.05207107786381192,0.07807718844769586,0.04995618587001718,0.03370759886831561,0.009028974701438654,-0.01649986019213389,0.012962341616452036,0.11253721337827749,0.09288773277422101,0.4099308862950405,0.43568349777048837,0.5223293083459449,0.6756855658951874,0.6073644888082137,0.6615146139619209,0.7437939792539345,1.0,0.07721201213467996,0.0002863325961455644,-0.0545761001048449,0.0919798183005163,0.06495701758175022,0.1622671734940263,0.14026096832661678,-0.01957558347666025,0.08063242600209646,0.15611619664589024,0.14539813751339525,0.13619698006479586,-0.023794982969741092,0.15434381707465775,0.19008187244718747,0.18120962571157395,0.16372775253677704,-0.0026873525433290173,0.15280009710364012,0.12926935979271156,0.17818861620418452,0.15712534907983733,0.09688242657816652,0.12901034816123033,0.15483211504398578,0.13383611144774948,0.07914379692475554,0.06515295119609853,0.04288653151679956,0.04091659690292912,0.06405265039134066
Help in Study,-0.03091089938657342,-0.010983808205460403,0.02777304529929667,-0.03841453594773057,0.046277956712726824,-0.00045238720465765465,-0.05614336164493599,0.055379305726110786,0.11725912831488766,0.10982417419218933,0.08612274948717645,0.03062644588389889,0.00809894787242427,0.10413370360148037,0.0750015107135419,0.13417294046343478,0.15606123806621916,0.16997271734382327,0.03675149563161292,0.08175444182427379,0.09389068524654229,0.1598834888368347,0.07510318787360722,0.09001171237682015,0.0697938466203184,0.0629371054895503,0.09290505569110746,0.09577122193965114,0.0846579217326979,0.07721201213467996,1.0,0.2103227521333759,-0.002936414616315582,0.0818811892792457,0.0991057368077129,0.12891939436502103,0.10060503235733921,-0.010739304410887692,0.09150890593534887,0.12206833818901332,0.1348288147921994,0.1362559311635601,0.0024806423364824915,0.08541009304735897,0.10281461947465302,0.10429312151987345,0.10757741106923184,-0.010260695335525778,0.11450972492743701,0.08321286248375231,0.1179305982191687,0.11751376138804609,0.11360960072765472,0.17273293962955602,0.15565538062562087,0.10033682110250546,0.05446880536293773,0.008580174709434927,0.06678948819661334,0.03564432043800204,0.02674516583174155
Private tuition,0.03664073492727753,-0.015735246030558914,-0.019367451763902886,-0.05584422422412522,0.0687232387020883,-0.10093312461561486,-0.08936139591000998,0.017473001055615656,0.09039641524568558,0.06296520728340561,0.12074912352134351,-0.06645815035496457,-0.019407732035036176,0.1067841715082549,0.06551058749629471,0.07460427419104805,0.07343116495625751,0.09669959721046502,-0.0018383506506095806,0.019128015249859368,0.025196449230684,0.08463665853016217,0.02025209785634024,0.017868718822263655,0.010815940537540062,-0.010264568385648034,0.02980904601323763,0.029431450121959236,0.021310446069253874,0.0002863325961455644,0.2103227521333759,1.0,0.07570193799976213,0.009656514411896407,0.054207521455719575,0.036397835110814875,0.015266636844696823,-0.0014908443044672915,0.07629316054430942,0.0010730271386429728,0.04002041701856621,0.04553001920134472,0.03205501147391118,0.017672366032321373,0.0016413316643322598,0.004031172709857897,0.027677450338936163,0.006783428116657492,0.007632216442461846,0.025543142651372128,0.011702326032707357,0.03597057097630072,0.04108604358285579,0.06807152405359729,0.0729574263528433,0.039292671922796577,0.02385527072860049,0.03988089862710708,0.062360234115644675,0.047768357152488554,0.022219735308531188
English is difficult,0.015015960736904442,-0.05597330951237485,-0.020739255013877706,0.028073468284607953,-0.03695577908656426,-0.016518685370827978,0.0485720646379536,-0.07103592112684697,-0.08776943868127232,-0.0946669321316281,-0.04070172387835499,-0.026987336754339553,0.024661851532481453,-0.04248326383604807,-0.042619932013030874,-0.05187945646285098,-0.057548574215026335,-0.03269888228377737,0.01731847062811628,0.0026438902266352287,-0.07880068163251949,0.0050921916834349755,-0.020543556572041564,-0.05673746094368889,-0.061001408396252454,-0.0708512332049478,-0.0058309653870445895,-0.03531809802793269,-0.04610859116225271,-0.0545761001048449,-0.002936414616315582,0.07570193799976213,1.0,0.05412599828471645,0.0990700354616531,-0.002629080937132697,0.010450608484964293,0.25109457719559525,0.06760951645614885,-0.011686464969894363,-0.021303371218334543,-0.005650505918803829,0.3157797533740192,-0.023000191340107362,-0.03842028567749813,-0.040639941993327953,-0.032668883537703516,0.2879197805330882,-0.04178133558181857,-0.0001702231870748508,-0.06603843513038746,-0.03058806732382659,-0.013254553995258793,-0.05294263912354874,-0.029619368914133668,0.0006945319689680943,0.033524334814476045,-0.05017421668090394,-0.13519685026174671,-0.0744129432927532,-0.08373302190919188
Read English,-0.012385129994176418,-0.011616075774418285,-0.00374033309381075,-0.015295886449578834,0.02506579103490689,-0.015048619287623398,-0.07429802475369963,0.03715419591509391,0.018283465918616418,0.06431498156778648,0.006231729258902296,0.02674517952661873,-0.010642605909390673,0.0731769157142898,0.06803986584442541,0.0663187373259374,0.04316816531915683,0.04742149765747252,0.04027016726790418,0.11888038180236898,0.09893756905754898,0.07322858994363794,0.08520043436162242,0.09592074387470154,0.08871373994400625,0.09960850322364079,0.07057751674234783,0.0792128049766022,0.07884353281010077,0.0919798183005163,0.0818811892792457,0.009656514411896407,0.05412599828471645,1.0,0.1845207629282457,0.3124274997415923,0.2917454209915293,0.037764780635696764,0.23335505260175135,0.224687575138529,0.24717763834503773,0.2365327686837584,0.060604609389988365,0.18426872563200977,0.19415876436224208,0.18546724376546747,0.17443556301906601,0.05267340087599755,0.22723130454161133,0.19589312691973143,0.18996074460503015,0.18396875835720708,0.10493119325321507,0.14976935526417734,0.13592718481851399,0.12281859413881058,0.020968548986425837,-0.011115647914014856,0.054070442205658376,0.014071551374656014,0.012726439759369995
Dictionary to learn,-0.03868477407808591,-0.030088923333125767,0.011684352147368217,0.018377377375983866,0.017808276458668875,0.09101423467452209,0.04060008938158193,0.0034697497709553706,0.04461014600839284,0.03993459922433616,0.041021059401452696,0.03139656469633444,0.013467723060810241,0.06259013275099355,0.03507797083687026,0.17541175933737768,0.10250174442437752,0.11914551812074599,0.0070760553777828045,0.017400693999825304,0.04284477575822388,0.0609622465015398,0.04670786824862669,0.06444212308824519,0.05115096412428141,0.05093247136396706,0.06295285609374988,0.0718264191612615,0.0673200142432257,0.06495701758175022,0.0991057368077129,0.054207521455719575,0.0990700354616531,0.1845207629282457,1.0,0.27280404326561847,0.2405393125896918,0.05045789013646112,0.179509307826613,0.22451047150445116,0.19067782569869055,0.2126261114807692,0.06933637410997176,0.14384041136043518,0.18211147661392252,0.19447370880045245,0.1987955839601961,0.051488148908905275,0.15871699157636665,0.15485732258667864,0.17854384121071348,0.19779100776532682,0.06923902822784106,0.13733423173984077,0.12394723366645227,0.11576575576126166,0.16175596717957927,0.08162086972539528,0.051081787852792965,0.08763369178217838,0.08343665174458201
Answer English WB,-0.05574276444500692,0.03737926978175683,0.026971204693115966,-0.021956119311767535,0.039837779524893216,0.009621130313845568,-0.0475779710580034,0.07757598638049458,0.05293522630329957,0.0740399515598676,0.0326445564231827,0.03561368452654354,0.013690118955258936,0.07896143592186089,0.09006282801090999,0.10045363380915395,0.09932317167905863,0.09145729735958522,0.018347035858138707,0.04436060565986085,0.11634976497784069,0.10770731896902919,0.15509259135111225,0.1648830570192636,0.16899119677659616,0.17375073249355333,0.13568587870578422,0.1498396479460759,0.1551096121541402,0.1622671734940263,0.12891939436502103,0.036397835110814875,-0.002629080937132697,0.3124274997415923,0.27280404326561847,1.0,0.43439155325079054,0.020310944234518548,0.20266910758189421,0.3399743556770567,0.35107846323025454,0.3242560764244871,0.025826750445852635,0.2686552452439077,0.3177834144125351,0.29328166878223666,0.28876688633280234,0.014216468321180016,0.2836360420968512,0.19650427393852643,0.28347184386630564,0.26566412785545207,0.1518776306796609,0.21032870182011992,0.2055248011887199,0.16021750047778036,0.13606191501886816,0.05654250523017866,0.11894703546020358,0.07023678511017278,0.08279053533167365
Answer English aloud,-0.008257370838106124,-0.0027501787588676777,0.021548060159300896,-0.013062705031203142,0.024856418162807408,0.029477384692104723,-0.024434717376040447,0.05986628943887328,0.051917074798655115,0.07850742880786021,0.030300510166543414,0.03537502335743075,0.002795544801530088,0.06418867687624544,0.07327021185125547,0.08441538479468635,0.0784824307551567,0.07061224156657625,0.022999726010859423,0.06728851423596433,0.09054520840772315,0.10084339600841022,0.12164164985703786,0.14309949452099532,0.1331819304076305,0.1455891205805414,0.11366419460363442,0.13198788069197007,0.1297284647904526,0.14026096832661678,0.10060503235733921,0.015266636844696823,0.010450608484964293,0.2917454209915293,0.2405393125896918,0.43439155325079054,1.0,0.04904002951689483,0.19545923478797372,0.29479013675989335,0.31135138512875393,0.3171501082636555,0.03447990991817039,0.28274748350474654,0.29134685174883873,0.23434949850701062,0.25197631203534615,0.024052567538092578,0.25109333803014244,0.18817546399059684,0.23396784554993372,0.24250553782557105,0.1343152150258464,0.17263103884105574,0.1780988722364224,0.13842760871848955,0.08791433499624898,0.020851764635020253,0.09336586439361975,0.061988022990964,0.04885038943515493
Maths is difficult,0.005770267763609765,-0.022213154468865688,0.019798739513963767,0.047406040451936124,-0.024869045981015518,0.028686452494096543,0.0672182570513899,-0.01123016661330188,-0.04716365735104586,-0.05000512924799572,-0.031064142051366376,0.003475006163887307,0.02209402521246931,-0.02695713937939429,-0.010658963422596009,-0.026258481855738165,-0.037097525601965865,-0.04414871506891102,0.005814926723178224,-0.009829285005905842,-0.04667554921283216,0.0423422164525774,0.009184595274274076,-0.012450884098774356,-0.00955934614275947,-0.01816701377982418,0.008713094061731114,-0.01773992884931004,-0.01499091129261355,-0.01957558347666025,-0.010739304410887692,-0.0014908443044672915,0.25109457719559525,0.037764780635696764,0.05045789013646112,0.020310944234518548,0.04904002951689483,1.0,-0.054688095076179735,0.06157548227551753,0.0036754185224810026,-0.010444155325733097,0.22955841070770658,0.07128538975419572,0.0248689624293866,0.0003297126666162777,-0.002656560454576239,0.2752915127114051,0.0080602305506059,-0.012852922868253808,-0.023565349632177726,-0.013450056277178515,0.04316988554306942,-0.05058631880486895,-0.015434040744999529,0.014352216779060643,0.06982255996194055,-0.07795827469052057,-0.08460198162777394,-0.0648421131902616,-0.05519307974518076
Solve Maths,-0.014998575591827564,-0.0238247556965536,-0.02031632781572094,-0.028621776019803664,0.03804155526188758,-0.015297512215780129,-0.06568512181865911,0.01275449435881377,0.045430582673048926,0.0656029878252091,0.031791290048535106,0.012802206312747763,-0.00495433156742466,0.07685472150554654,0.07707776288497617,0.07644908233609952,0.06070729125619736,0.08228501809563546,0.027072484241780815,0.0907681838470061,0.08483081977680437,0.05572540265613144,0.05871975984838487,0.08795522119015219,0.07269010850458367,0.07531239308160623,0.06347621843249508,0.09225446444673281,0.07742791743333467,0.08063242600209646,0.09150890593534887,0.07629316054430942,0.06760951645614885,0.23335505260175135,0.179509307826613,0.20266910758189421,0.19545923478797372,-0.054688095076179735,1.0,0.2135069596709947,0.32276798743105656,0.3341508318844498,0.05832450670843369,0.13652718690303217,0.15134782428974608,0.16270833077852118,0.1696650420326604,0.02085740447477878,0.1821571264536059,0.19628799085769613,0.16927991126300523,0.19852651181451517,0.07626185019107246,0.1678234559884898,0.151388312870126,0.1108036109346094,0.02607901460139143,0.029113956417208504,0.04046536809572397,0.03547388145049968,0.02403234473993122
