,STUID,District,Gender,Age,Category,Same language,Siblings,Handicap,Father edu,Mother edu,Father occupation,Mother occupation,Below poverty,Use calculator,Use Internet,Use dictionary,Read other books,# Books,Distance,Computer use,Library use,Like school,Give Lang HW,Give Math HW,Give Scie HW,Give SoSc HW,Correct Lang HW,Correct Math HW,Correct Scie HW,Correct SocS HW,Help in Study,Private tuition,English is difficult,Read English,Dictionary to learn,Answer English WB,Answer English aloud,Maths is difficult,Solve Maths,Solve Maths in groups,Draw geometry,Explain answers,SocSci is difficult,Historical excursions,Participate in SocSci,Small groups in SocSci,Express SocSci views,Science is difficult,Observe experiments,Conduct experiments,Solve science problems,Express science views,Watch TV,Read magazine,Read a book,Play games,Help in household,Maths %,Reading %,Science %,Social %
Solve Maths in groups,-0.050012766981349446,0.019651412807977903,0.030498863284090683,-0.0041363198672582455,0.03221018893763891,0.06329871061220514,-0.006062207749066681,0.0637367185506986,0.028531331019669374,0.049817777414197,0.009978039557670002,0.0451712390101002,0.02021365816865253,0.07084762192893199,0.07987363047253641,0.09429229375277896,0.08921092734133418,0.07556815019173378,0.0074128609641306705,0.03136058326886857,0.11120770699821199,0.10143621531329497,0.1497859217372608,0.1650278459022742,0.16377261120092848,0.16410496919583062,0.13443328378733166,0.14919897319137704,0.15101055394642254,0.15611619664589024,0.12206833818901332,0.0010730271386429728,-0.011686464969894363,0.224687575138529,0.22451047150445116,0.3399743556770567,0.29479013675989335,0.06157548227551753,0.2135069596709947,1.0,0.3918896461467213,0.373455380625448,0.03702353234935596,0.25962133449647584,0.32513601831740413,0.33130997968146947,0.28242847286643763,0.028753654649229406,0.28155877708467775,0.20990136828479894,0.328601518902682,0.25950509999188237,0.1331806717617235,0.18714835372328775,0.1923249957692015,0.14808032943734617,0.12633248284985626,0.04451429603697573,0.06769450649549369,0.04417490988096204,0.060016952766867096
Draw geometry,-0.018775074525836103,0.009190131817766439,0.00825709827839559,-0.03060470471944005,0.049652404707744305,0.014815535080315847,-0.07608567119831308,0.06923564267202675,0.0606073101637263,0.09074771022534789,0.035334195154326085,0.04395881252214418,0.011885870303103537,0.08796481001694471,0.09355628126375401,0.11605126902663616,0.09993644008103768,0.09847683454105204,0.025288294239745965,0.07233042166925602,0.1188807412419418,0.0975287320305101,0.12544326642811823,0.16063296635937926,0.14934079468999487,0.1536249032697549,0.11192990901768496,0.14242916899646774,0.1380801315794519,0.14539813751339525,0.1348288147921994,0.04002041701856621,-0.021303371218334543,0.24717763834503773,0.19067782569869055,0.35107846323025454,0.31135138512875393,0.0036754185224810026,0.32276798743105656,0.3918896461467213,1.0,0.4566194731163855,0.030402574835244046,0.26141645510532396,0.31426780315717967,0.30594608693332986,0.30759901892175534,0.004630265842532496,0.30679509451541226,0.23267996234698526,0.3120675986899359,0.3128627304080831,0.1537690374486054,0.22847669490663683,0.21414738124979707,0.18262583298784366,0.09476085742953279,0.04622118794136738,0.10143823538875839,0.0672308243841209,0.06711500602498718
Explain answers,-0.03319035599546503,0.0037795295987210526,0.013774708423864659,-0.01867483288074823,0.04956496508882731,0.028998301835384974,-0.06402758547721846,0.05319614958228519,0.06844000292005287,0.10305829808309928,0.042871383262405416,0.04159008625387408,0.001551410566366782,0.09676412439552966,0.09020714880435682,0.13460668759700217,0.1129985946651632,0.12591679574413753,0.02355021135016862,0.08958796401029012,0.11197407285736932,0.09019420808553515,0.11018398077286191,0.142740573715975,0.1297911488332039,0.13796602792401044,0.10406194927476886,0.1298652259765671,0.12452324616608104,0.13619698006479586,0.1362559311635601,0.04553001920134472,-0.005650505918803829,0.2365327686837584,0.2126261114807692,0.3242560764244871,0.3171501082636555,-0.010444155325733097,0.3341508318844498,0.373455380625448,0.4566194731163855,1.0,0.029808746480004675,0.23442235643382608,0.2896443803286638,0.28485555407995206,0.31836322935365713,0.003790261209988539,0.2826473416899521,0.23049112122142665,0.2934994946976201,0.33536879024690275,0.14501733691597518,0.23634106827550097,0.20677456875035818,0.16431393084457488,0.1062891972722618,0.049512565993129476,0.1262271531805892,0.07955091720445988,0.07503901454278662
SocSci is difficult,-0.01145353145022455,-0.04285701851265122,-0.010391462627779811,0.02974466194362217,-0.007010654031262585,0.039746014068510485,0.03581581118735955,-0.018529279797274104,-0.03953307775885611,-0.033728555451664276,-0.017507452321514003,0.0008395799075450988,0.01154243839707032,-0.007785306485952581,-0.005015904828999774,-0.01056930348126429,-0.03512684631139675,-0.01683902484965039,0.015807883827047214,0.013235188951624656,-0.03778294034382868,0.020123627706099104,-0.0035399133953369208,-0.008366625176719454,-0.015436339751999463,-0.030182258345353513,0.0015993133874233371,-0.008933802091228526,-0.011731895624285796,-0.023794982969741092,0.0024806423364824915,0.03205501147391118,0.3157797533740192,0.060604609389988365,0.06933637410997176,0.025826750445852635,0.03447990991817039,0.22955841070770658,0.05832450670843369,0.03702353234935596,0.030402574835244046,0.029808746480004675,1.0,0.07106469543353842,0.05582709580285239,0.05857024478178043,0.05526431153337472,0.4501533027933607,0.046382628162825144,0.07516549652513925,0.03785867101395564,0.0605290503031018,0.06077071178751538,0.005999700626867996,0.02168784656828119,0.031383227398407106,0.07538238920438894,-0.03932020366923195,-0.07970056180679452,-0.0512430310489302,-0.05651848705364646
Historical excursions,0.019921864645068045,-0.0009655469697731747,0.014705654063111754,-0.00271526490636242,0.044409136811923974,0.020892666289853458,-0.003334379605065713,0.09902386905204023,0.06850942241683419,0.07060184455858631,0.042752776677744304,0.033256191754796736,0.02291300262242035,0.04814667829628442,0.04525675146549248,0.06969262991257029,0.06775909709386574,0.02321339317756301,0.00878249526023038,0.007310757358087628,0.048627584819953815,0.11210457711190237,0.11753008933378906,0.17534422378174025,0.16329746964409614,0.1651692462278729,0.10643354522891325,0.15703268521883515,0.1521634843699455,0.15434381707465775,0.08541009304735897,0.017672366032321373,-0.023000191340107362,0.18426872563200977,0.14384041136043518,0.2686552452439077,0.28274748350474654,0.07128538975419572,0.13652718690303217,0.25962133449647584,0.26141645510532396,0.23442235643382608,0.07106469543353842,1.0,0.44889770134900403,0.34871558018036347,0.3552868633717717,0.10410182274891742,0.3826318423659436,0.2300642976813877,0.31300957656373757,0.30654476249327545,0.18334720063749302,0.17667918881009528,0.18230395555337228,0.19034530191681828,0.1626076109281776,0.045355014726108214,0.0928284553314455,0.07420671156988823,0.06796081776730169
Participate in SocSci,0.01441385359071293,0.010327998304622244,0.02160668646394421,0.002189869701414157,0.04579574777475484,0.028692425359433275,-0.0166717294966365,0.088796234325175,0.046214413737897864,0.057360528951575056,0.029782127098400436,0.06099520323075434,0.03170123244235071,0.0458897497863722,0.048124559142580764,0.08537516591645217,0.08080528264875479,0.04231634051086075,0.00548247844902148,0.01191623652116353,0.07293108098801378,0.11394135354105671,0.14936867301650839,0.1916409840226099,0.1886968648049558,0.1979175452465543,0.13526799698835373,0.1768819866592583,0.17988685865973122,0.19008187244718747,0.10281461947465302,0.0016413316643322598,-0.03842028567749813,0.19415876436224208,0.18211147661392252,0.3177834144125351,0.29134685174883873,0.0248689624293866,0.15134782428974608,0.32513601831740413,0.31426780315717967,0.2896443803286638,0.05582709580285239,0.44889770134900403,1.0,0.427489689234305,0.43102364281214695,0.07335989834028843,0.4124692010604738,0.2822287820233305,0.3866761098258757,0.36367574719916995,0.19299845647160563,0.20074179219091762,0.20788561030612202,0.23198062475132222,0.18874257963969276,0.06819367136339138,0.09676980792878094,0.0796062400071117,0.08209524992729995
Small groups in SocSci,-0.05661960755886989,0.033531634734845564,0.026282015218081118,-0.0022650790231642528,0.044402152513292645,0.03089488096603588,-0.01600935210903684,0.06832571217697055,0.03521934197171235,0.0524475051203442,0.012728308921766442,0.04907280778111286,0.03411669495518656,0.05896981789500586,0.05623775072532425,0.07466187836923076,0.08399503595334418,0.0677581066601625,0.027002938217089312,0.02225701300615019,0.12047996452283011,0.08485388464237456,0.1409986912739852,0.16862714990046931,0.17579178076147092,0.1863815983188155,0.13140965600379712,0.16414701318097313,0.17160379434867076,0.18120962571157395,0.10429312151987345,0.004031172709857897,-0.040639941993327953,0.18546724376546747,0.19447370880045245,0.29328166878223666,0.23434949850701062,0.0003297126666162777,0.16270833077852118,0.33130997968146947,0.30594608693332986,0.28485555407995206,0.05857024478178043,0.34871558018036347,0.427489689234305,1.0,0.5026869127335454,0.0665460167200425,0.3592474894123772,0.31308853444201656,0.5387499671367505,0.40542121012970694,0.15210195197743095,0.21628185675557138,0.22113680236210048,0.21501634272684622,0.19312182237961892,0.05911983860691914,0.07544286830770486,0.06616888467108129,0.08273984040038686
Express SocSci views,-0.03423987898132368,0.029229366588574782,0.02043011036519765,-0.0002967336814973002,0.04593521674458139,0.027036552890931907,-0.018916233963610436,0.06637823738143746,0.048171155964301784,0.06145072727088329,0.03517032026577721,0.04670042314174132,0.024024606201771253,0.07176330323707171,0.06288883480988351,0.1000052806587615,0.10344722224870379,0.09642919838517629,0.02081837219202057,0.024014904230679552,0.09221221187056342,0.09579348200564841,0.12472129345907343,0.16056953309059147,0.161772088801615,0.1669777856987802,0.11184464529075655,0.14762904320420212,0.15234087385514306,0.16372775253677704,0.10757741106923184,0.027677450338936163,-0.032668883537703516,0.17443556301906601,0.1987955839601961,0.28876688633280234,0.25197631203534615,-0.002656560454576239,0.1696650420326604,0.28242847286643763,0.30759901892175534,0.31836322935365713,0.05526431153337472,0.3552868633717717,0.43102364281214695,0.5026869127335454,1.0,0.05726961213916342,0.3529609321856929,0.30204530653239803,0.43557604365036473,0.4520516328232879,0.15355110209886277,0.22783246594382883,0.2242470627455847,0.206509540434687,0.1959306877164993,0.05665982238771791,0.0990975974721876,0.0825215383373836,0.09208483172773427
Science is difficult,-0.005930023747756399,-0.010238689350240679,-0.0021296448074966897,0.035850768972620906,-0.025043904981091374,0.03977742307162541,0.06905913239778458,-0.015829083265587345,-0.05845739253668716,-0.05601724634615633,-0.03598324264218535,0.010469845955738266,0.01808826673790514,-0.02528119189598377,-0.01906395234166449,-0.02580065873781741,-0.04924916833683835,-0.039202349675261726,0.005177420073110314,-0.0005147012823525493,-0.034680815124522354,0.029099576772891947,0.010146469993951784,-0.00815143036607444,-0.015521800570574212,-0.009440838453741716,0.015324888917288927,-0.0010497696456664388,-0.008305962362412597,-0.0026873525433290173,-0.010260695335525778,0.006783428116657492,0.2879197805330882,0.05267340087599755,0.051488148908905275,0.014216468321180016,0.024052567538092578,0.2752915127114051,0.02085740447477878,0.028753654649229406,0.004630265842532496,0.003790261209988539,0.4501533027933607,0.10410182274891742,0.07335989834028843,0.0665460167200425,0.05726961213916342,1.0,0.02758106141426912,0.08203891982947366,0.03597872795965325,0.056601939091295274,0.05915638988540584,0.0005544169827022722,0.01780491056988825,0.04187433114051928,0.08498168089186565,-0.04789985535779313,-0.10847490584147969,-0.07835565796856797,-0.060975498978436224
Observe experiments,-0.00016078060792767377,-0.039748662274397474,0.016189561616190673,-0.0032101385344061274,0.05654218544518326,0.015363817979885582,-0.08492445374500812,0.0832936119651305,0.06459555417165064,0.101981347622039,0.03699009788539538,0.05007672228141429,0.008675140443438631,0.07235039234351123,0.07208152538154998,0.11440791182660354,0.0966229418441182,0.07040789717581045,0.04088036675811444,0.09430509576713528,0.11585775987219438,0.10821931426412007,0.1131214066150038,0.1823495408210618,0.16031500074239236,0.15851488467355557,0.10617745054447401,0.1590379866364432,0.15284916861202952,0.15280009710364012,0.11450972492743701,0.007632216442461846,-0.04178133558181857,0.22723130454161133,0.15871699157636665,0.2836360420968512,0.25109333803014244,0.0080602305506059,0.1821571264536059,0.28155877708467775,0.30679509451541226,0.2826473416899521,0.046382628162825144,0.3826318423659436,0.4124692010604738,0.3592474894123772,0.3529609321856929,0.02758106141426912,1.0,0.3570697207887796,0.42665615731146805,0.3909475989947089,0.19653650154136804,0.2200074092929594,0.2181603870370956,0.2165421809266186,0.14803394065302922,0.04607471122317325,0.11633714768587844,0.0970509717345526,0.08455517960505568
Conduct experiments,-0.06294362968762911,-0.025328409091683747,0.0021078446428170806,0.004739640044655903,0.027010451288809953,-0.013653475010638589,-0.06490161414241022,0.028576641166286273,0.02324961880426368,0.06147138268361369,0.018355714367235206,0.01597067682391466,-0.025303900384365238,0.07088907811706051,0.07240032135372981,0.05914232963512539,0.05478246015062274,0.06282123061380904,0.04359887864930658,0.17497267192308688,0.16701027368190993,0.06506690126662891,0.10096597818468257,0.12726618723847258,0.13117522427954925,0.12501211173446797,0.09668604487539156,0.12537154563561334,0.12891694497655418,0.12926935979271156,0.08321286248375231,0.025543142651372128,-0.0001702231870748508,0.19589312691973143,0.15485732258667864,0.19650427393852643,0.18817546399059684,-0.012852922868253808,0.19628799085769613,0.20990136828479894,0.23267996234698526,0.23049112122142665,0.07516549652513925,0.2300642976813877,0.2822287820233305,0.31308853444201656,0.30204530653239803,0.08203891982947366,0.3570697207887796,1.0,0.358746059448189,0.39061809002500714,0.1423495697526093,0.20394260816185258,0.19297196498471242,0.1610830628628656,0.11764883140530077,0.023727047354757135,0.06411057280943115,0.06329772681649795,0.053069934222723956
Solve science problems,-0.04777748094890228,0.01697062693182276,0.021687821661547025,-0.00826900238060346,0.05699937127936179,0.024316379543876818,-0.050430198581304625,0.07655302169617696,0.051850711666117225,0.0752746379170304,0.03167360486802025,0.04902543035500625,0.0216077640734402,0.07773024407045903,0.07160626158218461,0.10057430583408397,0.09699537336937258,0.08388000940481494,0.03009721123894387,0.05061419047185452,0.1401298993142124,0.09147404399384947,0.13576752656997831,0.18005945397154444,0.18721890922302398,0.18308789891048544,0.128875884485574,0.170492659448853,0.1847779417724939,0.17818861620418452,0.1179305982191687,0.011702326032707357,-0.06603843513038746,0.18996074460503015,0.17854384121071348,0.28347184386630564,0.23396784554993372,-0.023565349632177726,0.16927991126300523,0.328601518902682,0.3120675986899359,0.2934994946976201,0.03785867101395564,0.31300957656373757,0.3866761098258757,0.5387499671367505,0.43557604365036473,0.03597872795965325,0.42665615731146805,0.358746059448189,1.0,0.48207795393484437,0.17111978432676211,0.2344580875975701,0.2374278474835302,0.22571452320959404,0.1760080468898199,0.07548550508656168,0.10408905817423765,0.09441542931591693,0.09665322673994993
Express science views,-0.03430276586857474,-0.006366246518437634,0.0036481893867786174,0.002437186597573342,0.05045757578228092,0.016836494975043324,-0.05585783885020742,0.06655758396795061,0.05852808402571906,0.08247867380936177,0.045392592662118425,0.04016313513871049,0.008992099594271325,0.08314219138631188,0.0713643343772987,0.11420691102821581,0.10568179427200068,0.10995033264550337,0.03560879868839077,0.07049611202772245,0.10967581833176793,0.09550825413743562,0.1052923004281523,0.15581700022545533,0.15241971108278493,0.15634367420474848,0.10612302325907301,0.1479812452438277,0.1516553809144909,0.15712534907983733,0.11751376138804609,0.03597057097630072,-0.03058806732382659,0.18396875835720708,0.19779100776532682,0.26566412785545207,0.24250553782557105,-0.013450056277178515,0.19852651181451517,0.25950509999188237,0.3128627304080831,0.33536879024690275,0.0605290503031018,0.30654476249327545,0.36367574719916995,0.40542121012970694,0.4520516328232879,0.056601939091295274,0.3909475989947089,0.39061809002500714,0.48207795393484437,1.0,0.16693372560045852,0.2368439734064595,0.23346377991542325,0.20488619716556017,0.1873482020799524,0.06365555556866202,0.11611093289689917,0.09746857992635148,0.09254462607743691
Watch TV,0.002327924689824746,-0.09038591437604632,0.007689611881365451,0.03034641842500929,0.03752425556467915,0.004249861215872093,-0.11015954055449731,0.0620063073639064,0.08146744473857673,0.10771458124788721,0.06180679593566628,0.029250776072460214,-0.037329755763397574,0.09348519139547354,0.07782559757748957,0.09403520964482483,0.08135424056735704,0.06339413204106607,-0.004610623191945361,0.11646215306738343,0.06658894671409539,0.09370423985665174,0.08561192454692113,0.1287904109090762,0.10503365251986965,0.10211691150352477,0.07695608193201843,0.10683634188190425,0.09739546902506133,0.09688242657816652,0.11360960072765472,0.04108604358285579,-0.013254553995258793,0.10493119325321507,0.06923902822784106,0.1518776306796609,0.1343152150258464,0.04316988554306942,0.07626185019107246,0.1331806717617235,0.1537690374486054,0.14501733691597518,0.06077071178751538,0.18334720063749302,0.19299845647160563,0.15210195197743095,0.15355110209886277,0.05915638988540584,0.19653650154136804,0.1423495697526093,0.17111978432676211,0.16693372560045852,1.0,0.2554597952529765,0.2540058528408998,0.2794104121949185,0.1852445713207774,-0.009237000432551193,0.07549995469741792,0.027009040603155163,0.02396498429598533
Read magazine,-0.02407402191239989,0.01526335667327391,-0.008302399314548257,-0.041659010020713684,0.031220488259502764,-0.014975575598030153,-0.09118740076366978,0.045673474034775376,0.10404435538102796,0.13690957562318792,0.06475925911502872,0.03340582777672776,-0.025935591242451907,0.13279154422439976,0.11410350988318065,0.16031787909162099,0.16220518770362907,0.2010108959387345,0.018150865016563936,0.12793806159273746,0.15317732644306337,0.06871988245134826,0.11027587860018077,0.1355525735390849,0.12765415586665924,0.13511772794278265,0.10278337376598329,0.12443827333106372,0.12430573821743948,0.12901034816123033,0.17273293962955602,0.06807152405359729,-0.05294263912354874,0.14976935526417734,0.13733423173984077,0.21032870182011992,0.17263103884105574,-0.05058631880486895,0.1678234559884898,0.18714835372328775,0.22847669490663683,0.23634106827550097,0.005999700626867996,0.17667918881009528,0.20074179219091762,0.21628185675557138,0.22783246594382883,0.0005544169827022722,0.2200074092929594,0.20394260816185258,0.2344580875975701,0.2368439734064595,0.2554597952529765,1.0,0.43388729880389143,0.2607028826514043,0.12149012078523187,0.044839155309262545,0.1305065096425178,0.062492124630612794,0.06812202787389517
Read a book,0.0008694233822798309,0.008440254778232188,0.025289776574400357,-0.0323898081370124,0.02307088162637681,-0.02645728691739155,-0.07113779728232088,0.052803070538723434,0.06290341403836201,0.0894163210735196,0.04046183884192234,0.02525016186389232,-0.01000578288221478,0.09893242644402049,0.0990753509389272,0.13073136773404254,0.15766765579873726,0.19679077636939668,0.02906045093781205,0.08730734091951595,0.14682695304112245,0.07695451782939618,0.12826396950540056,0.1432433897064581,0.14900559743541184,0.1520007039569653,0.13236494150076017,0.1413117407245867,0.1497367974671179,0.15483211504398578,0.15565538062562087,0.0729574263528433,-0.029619368914133668,0.13592718481851399,0.12394723366645227,0.2055248011887199,0.1780988722364224,-0.015434040744999529,0.151388312870126,0.1923249957692015,0.21414738124979707,0.20677456875035818,0.02168784656828119,0.18230395555337228,0.20788561030612202,0.22113680236210048,0.2242470627455847,0.01780491056988825,0.2181603870370956,0.19297196498471242,0.2374278474835302,0.23346377991542325,0.2540058528408998,0.43388729880389143,1.0,0.29525055097325115,0.12056082456911056,0.0067932111226996815,0.08658202923328445,0.03636131800521962,0.033862178508328795
Play games,0.038447472578152536,0.0053475027319261695,-0.10376918444798235,-0.0042780841901646416,0.044282331877965896,0.0029402215310008863,-0.061372409698318864,0.061928099940705195,0.03862796042769604,0.04685284623982875,0.030981737143031006,0.04595110394843835,0.032051510195859195,0.0665985967388585,0.057739528960657836,0.08011526740441877,0.07405644101964919,0.042064228459340006,0.03190224204718985,0.023747102058731418,0.0620999106907161,0.09131747277570236,0.09825071330084717,0.1390188313501172,0.12155466081744494,0.1270870042858389,0.1040367306108978,0.14290805291928393,0.1332530845954959,0.13383611144774948,0.10033682110250546,0.039292671922796577,0.0006945319689680943,0.12281859413881058,0.11576575576126166,0.16021750047778036,0.13842760871848955,0.014352216779060643,0.1108036109346094,0.14808032943734617,0.18262583298784366,0.16431393084457488,0.031383227398407106,0.19034530191681828,0.23198062475132222,0.21501634272684622,0.206509540434687,0.04187433114051928,0.2165421809266186,0.1610830628628656,0.22571452320959404,0.20488619716556017,0.2794104121949185,0.2607028826514043,0.29525055097325115,1.0,0.23835744419422772,0.06161193356468963,0.042853176852960986,0.07653632372600688,0.06068341421514219
Help in household,-0.219520975327621,0.035238239860783435,0.046284440062522636,0.062173940876559156,0.039369889453441866,0.10936879670245576,0.11609473935430548,0.03872554157299474,0.0345929899885427,0.010796850943622854,0.03241204594091793,0.005296286231712044,0.0814150112431065,0.03681774472962954,0.019155158953485754,0.01767353038538156,0.09441684307145445,0.06904008160653836,-0.0025855247042411234,-0.03402346373622967,0.0026983902706634887,0.09408324259399152,0.06648738911814149,0.1030908640443914,0.09400097890828663,0.09010676241686004,0.05605035428547854,0.08447028988764309,0.0793822517823668,0.07914379692475554,0.05446880536293773,0.02385527072860049,0.033524334814476045,0.020968548986425837,0.16175596717957927,0.13606191501886816,0.08791433499624898,0.06982255996194055,0.02607901460139143,0.12633248284985626,0.09476085742953279,0.1062891972722618,0.07538238920438894,0.1626076109281776,0.18874257963969276,0.19312182237961892,0.1959306877164993,0.08498168089186565,0.14803394065302922,0.11764883140530077,0.1760080468898199,0.1873482020799524,0.1852445713207774,0.12149012078523187,0.12056082456911056,0.23835744419422772,1.0,0.0982449605039635,0.08691429055350904,0.10552660541681516,0.14602131985779757
Maths %,0.05826923763389408,0.0570185156740873,0.003654271956632262,-0.035907329753545394,0.040168535878294116,-0.007851487316509396,0.033935745189210054,0.040576432751828546,0.07207250750623921,0.036049672164752224,0.06462814022599984,0.013643266645245285,0.010585678158149262,0.02852655471494199,0.005095183642876241,0.04164332166013617,0.052381569252270783,0.02740975171342399,-0.036184990571572914,-0.08327228686331169,0.02235702017742636,0.026569557742685986,0.0614811085999529,0.0656465608750484,0.06809235639951226,0.0611328911074485,0.061273540475592705,0.07064078540432256,0.06986453857327556,0.06515295119609853,0.008580174709434927,0.03988089862710708,-0.05017421668090394,-0.011115647914014856,0.08162086972539528,0.05654250523017866,0.020851764635020253,-0.07795827469052057,0.029113956417208504,0.04451429603697573,0.04622118794136738,0.049512565993129476,-0.03932020366923195,0.045355014726108214,0.06819367136339138,0.05911983860691914,0.05665982238771791,-0.04789985535779313,0.04607471122317325,0.023727047354757135,0.07548550508656168,0.06365555556866202,-0.009237000432551193,0.044839155309262545,0.0067932111226996815,0.06161193356468963,0.0982449605039635,1.0,0.3517904613798259,0.501882433340405,0.5136581373849946
Reading %,0.02646177085029142,0.018801100624634682,0.04588771996342304,-0.04614537387217924,0.09108415413254409,-0.03613226799494463,-0.13013650255276157,0.08853804042274593,0.1856389181078514,0.18817828433514802,0.13923824979596922,0.00770139352669359,-0.0628963271177406,0.11984299979757215,0.08317059473099812,0.15534077985378064,0.15189723636577454,0.14226015346188828,0.026995131837692303,0.0785962274699368,0.08476868263534723,0.07050158481682936,0.007197626441772544,0.07292118260020691,0.04344808017405773,0.048096646825785475,-8.393031956214972e-05,0.049274164565254,0.03770626478393258,0.04288653151679956,0.06678948819661334,0.062360234115644675,-0.13519685026174671,0.054070442205658376,0.051081787852792965,0.11894703546020358,0.09336586439361975,-0.08460198162777394,0.04046536809572397,0.06769450649549369,0.10143823538875839,0.1262271531805892,-0.07970056180679452,0.0928284553314455,0.09676980792878094,0.07544286830770486,0.0990975974721876,-0.10847490584147969,0.11633714768587844,0.06411057280943115,0.10408905817423765,0.11611093289689917,0.07549995469741792,0.1305065096425178,0.08658202923328445,0.042853176852960986,0.08691429055350904,0.3517904613798259,1.0,0.4337582513655282,0.4664368581203309
Science %,0.055972266288077915,-0.01992622448900419,0.002962094207536392,-0.03171954567577921,0.07871267753482819,0.00979856820827755,-0.05050851047311201,0.06269894734968012,0.11532225902482249,0.10354998478614161,0.09809938255556572,0.017077694392090618,-0.018267442442448364,0.07587478766836983,0.03071984355576379,0.0976086210735208,0.10220869989242151,0.0744016306524628,0.014539492252686966,0.01122128180553544,0.05087215419440202,0.052384768702153674,0.01115506723205695,0.06173638133416029,0.04259107767340422,0.030640223388724325,0.01996814978334342,0.05851197545330779,0.04864672450451609,0.04091659690292912,0.03564432043800204,0.047768357152488554,-0.0744129432927532,0.014071551374656014,0.08763369178217838,0.07023678511017278,0.061988022990964,-0.0648421131902616,0.03547388145049968,0.04417490988096204,0.0672308243841209,0.07955091720445988,-0.0512430310489302,0.07420671156988823,0.0796062400071117,0.06616888467108129,0.0825215383373836,-0.07835565796856797,0.0970509717345526,0.06329772681649795,0.09441542931591693,0.09746857992635148,0.027009040603155163,0.062492124630612794,0.03636131800521962,0.07653632372600688,0.10552660541681516,0.501882433340405,0.4337582513655282,1.0,0.5582800899902383
Social %,0.019506095908341615,0.037370069523304704,0.01797941447141494,-0.023236976381542984,0.06964239733804185,0.014443126740854935,-0.006860849444308505,0.06143544214173427,0.10733758768557612,0.09054233278598253,0.08622033099383379,0.012926548018921803,-0.008077961482962841,0.06771555498060092,0.029262461483508646,0.07617357402643568,0.09770533001131348,0.07094265551201566,0.0011169397837771835,-0.004989083184455664,0.060564048654213075,0.04524207096267654,0.036551489208771375,0.06646292064024138,0.05669466722725274,0.06053620524366998,0.03461296234706208,0.060889863328223055,0.057303160829741094,0.06405265039134066,0.02674516583174155,0.022219735308531188,-0.08373302190919188,0.012726439759369995,0.08343665174458201,0.08279053533167365,0.04885038943515493,-0.05519307974518076,0.02403234473993122,0.060016952766867096,0.06711500602498718,0.07503901454278662,-0.05651848705364646,0.06796081776730169,0.08209524992729995,0.08273984040038686,0.09208483172773427,-0.060975498978436224,0.08455517960505568,0.053069934222723956,0.09665322673994993,0.09254462607743691,0.02396498429598533,0.06812202787389517,0.033862178508328795,0.06068341421514219,0.14602131985779757,0.5136581373849946,0.4664368581203309,0.5582800899902383,1.0
